hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
City Hotel - Mumbai,0,210,2024,June,23,6,0,2,2,0,1,SC,NLD,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,Transient,90,0,2,Check-Out,39:22.0,Mumbai
City Hotel - Indore,0,8,2024,July,29,20,0,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,133,0,1,Check-Out,52:54.7,Indore
City Hotel - Hyderabad,0,81,2024,May,21,20,0,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,161.1,0,1,Check-Out,02:48.8,Hyderabad
City Hotel - Chennai,0,81,2024,April,17,27,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,117.9,0,3,Check-Out,10:53.1,Chennai
City Hotel - Ahmedabad,0,96,2024,April,18,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,120.15,0,1,Check-Out,03:20.7,Ahmedabad
City Hotel - Bhopal,0,129,2024,September,36,6,0,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,Transient,146.7,0,3,Check-Out,08:10.4,Bhopal
City Hotel - Bangalore,0,34,2024,November,46,15,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,134.1,0,1,Check-Out,01:37.0,Bangalore
City Hotel - Hyderabad,0,2,2024,April,14,5,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,177.5,0,1,Check-Out,36:22.9,Hyderabad
City Hotel - Hyderabad,0,118,2024,October,40,5,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,114.3,0,1,Check-Out,52:39.1,Hyderabad
City Hotel - Chennai,0,0,2024,April,16,16,0,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,150,0,1,Check-Out,54:44.7,Chennai
City Hotel - Bangalore,0,5,2024,September,39,23,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,127,1,2,Check-Out,52:40.3,Bangalore
City Hotel - Chennai,0,102,2024,October,41,12,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,42,Transient,82.45,0,0,Check-Out,23:51.9,Chennai
City Hotel - Mumbai,0,185,2024,October,42,15,2,6,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,99.45,0,1,Check-Out,43:30.8,Mumbai
City Hotel - Bhopal,0,14,2024,January,3,20,0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,Transient,143,1,1,Check-Out,49:56.3,Bhopal
City Hotel - Delhi,0,63,2024,March,11,13,1,2,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,Transient,63.75,0,0,Check-Out,18:54.0,Delhi
City Hotel - Delhi,0,5,2024,April,16,21,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,118,0,2,Check-Out,26:33.2,Delhi
City Hotel - Delhi,0,1,2024,December,50,13,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,128,0,2,Check-Out,00:12.6,Delhi
City Hotel - Bangalore,0,0,2024,April,16,21,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,Transient,91.59,0,0,Check-Out,35:13.2,Bangalore
City Hotel - Bhopal,0,2,2024,August,31,2,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,130,0,2,Check-Out,58:01.2,Bhopal
City Hotel - Delhi,0,0,2024,May,20,18,0,1,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,138,0,2,Check-Out,26:16.9,Delhi
City Hotel - Chennai,0,13,2024,December,49,2,0,2,2,2,0,BB,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,225,1,0,Check-Out,23:57.9,Chennai
City Hotel - Hyderabad,0,81,2024,December,52,25,2,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,143.1,1,1,Check-Out,14:45.5,Hyderabad
City Hotel - Bangalore,0,1,2024,November,47,23,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,137,0,2,Check-Out,07:38.4,Bangalore
City Hotel - Mumbai,0,194,2024,August,34,20,2,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,130.05,0,2,Check-Out,56:32.3,Mumbai
City Hotel - Kochi,0,28,2024,May,18,5,2,2,2,0,1,BB,JPN,Direct,Direct,0,0,0,E,D,1,No Deposit,14,Transient,187,0,0,Check-Out,44:11.0,Kochi
City Hotel - Chandigarh,0,0,2024,September,38,22,0,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,150,0,2,Check-Out,37:19.9,Chandigarh
City Hotel - Lucknow,0,1,2024,June,25,22,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,140,0,1,Check-Out,38:58.7,Lucknow
City Hotel - Kochi,0,149,2024,November,46,12,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,120.7,0,2,Check-Out,50:54.7,Kochi
City Hotel - Pune,0,12,2024,January,3,18,0,2,1,2,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,150.5,1,1,Check-Out,11:30.0,Pune
City Hotel - Kochi,0,177,2024,February,8,20,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,103.5,1,1,Check-Out,11:48.6,Kochi
City Hotel - Goa,0,177,2024,February,7,18,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,94.5,0,1,Check-Out,03:11.4,Goa
City Hotel - Mumbai,0,1,2024,May,20,13,0,1,1,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152,Transient,78.41,0,0,Check-Out,14:59.3,Mumbai
City Hotel - Jaipur,0,0,2024,April,15,12,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,K,1,No Deposit,9,Transient,138,0,0,Check-Out,36:38.5,Jaipur
City Hotel - Hyderabad,0,182,2024,October,42,20,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,Transient,112.2,0,1,Check-Out,56:26.4,Hyderabad
City Hotel - Kochi,0,150,2024,March,12,20,0,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,Transient,135,0,1,Check-Out,42:48.4,Kochi
City Hotel - Indore,0,180,2024,August,33,18,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,9,Transient,99.68,0,1,Check-Out,38:06.9,Indore
City Hotel - Pune,0,161,2024,October,43,25,2,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,Transient,145.85,1,2,Check-Out,26:42.2,Pune
City Hotel - Chandigarh,0,219,2024,November,46,12,0,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,168.3,0,2,Check-Out,29:07.5,Chandigarh
City Hotel - Ahmedabad,0,161,2024,March,11,16,2,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,Transient,145.85,1,2,Check-Out,00:03.6,Ahmedabad
City Hotel - Delhi,0,0,2024,March,10,4,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,B,0,No Deposit,,Transient,109,0,0,Check-Out,18:33.1,Delhi
City Hotel - Kolkata,0,144,2024,November,48,29,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,Transient,106.54,0,1,Check-Out,00:16.7,Kolkata
City Hotel - Bangalore,0,143,2024,January,2,14,0,1,0,2,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,Transient,97.54,0,1,Check-Out,44:05.6,Bangalore
City Hotel - Goa,0,145,2024,April,15,11,0,2,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,Transient,190.8,0,2,Check-Out,10:00.1,Goa
City Hotel - Lucknow,0,145,2024,June,26,29,0,2,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,Transient,181.8,0,2,Check-Out,20:29.7,Lucknow
City Hotel - Mumbai,0,145,2024,July,29,16,0,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,151.2,0,0,Check-Out,22:27.9,Mumbai
City Hotel - Ahmedabad,0,145,2024,November,47,23,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,Transient,123.3,0,2,Check-Out,08:08.3,Ahmedabad
City Hotel - Pune,0,1,2024,June,25,18,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,67,1,1,Check-Out,05:45.7,Pune
City Hotel - Ahmedabad,0,4,2024,May,22,28,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,Transient,67,1,1,Check-Out,23:40.7,Ahmedabad
City Hotel - Lucknow,0,7,2024,March,12,22,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,Transient,67,1,1,Check-Out,23:06.3,Lucknow
City Hotel - Ahmedabad,0,3,2024,May,21,26,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,Transient,67,1,1,Check-Out,03:53.6,Ahmedabad
City Hotel - Hyderabad,0,0,2024,October,44,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,Transient,67,0,1,Check-Out,42:02.2,Hyderabad
City Hotel - Goa,0,4,2024,April,16,17,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,2,No Deposit,,Transient,67,0,1,Check-Out,36:51.7,Goa
City Hotel - Ahmedabad,0,13,2024,September,38,19,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,,Transient,67,1,1,Check-Out,55:10.4,Ahmedabad
City Hotel - Ahmedabad,0,4,2024,June,24,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,,Transient,67,0,1,Check-Out,29:43.7,Ahmedabad
City Hotel - Bhopal,0,156,2024,October,43,22,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,106.25,0,1,Check-Out,39:52.2,Bhopal
City Hotel - Goa,0,203,2024,August,34,25,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient-Party,133.2,0,1,Check-Out,55:07.4,Goa
City Hotel - Delhi,0,181,2024,December,51,22,0,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,94.5,0,1,Check-Out,20:31.7,Delhi
City Hotel - Jaipur,0,169,2024,June,25,18,2,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,Transient,134.52,1,2,Check-Out,42:45.1,Jaipur
City Hotel - Kolkata,0,145,2024,August,31,4,0,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,142.2,0,0,Check-Out,46:37.5,Kolkata
City Hotel - Ahmedabad,0,203,2024,September,37,14,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient-Party,114.3,0,2,Check-Out,45:39.0,Ahmedabad
City Hotel - Mumbai,0,121,2024,January,2,11,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,125.55,0,1,Check-Out,26:26.6,Mumbai
City Hotel - Jaipur,0,0,2024,July,28,14,0,3,2,2,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,Transient,181,0,0,Check-Out,48:12.1,Jaipur
City Hotel - Mumbai,0,0,2024,September,37,14,0,3,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Transient,146,0,1,Check-Out,59:21.4,Mumbai
City Hotel - Delhi,0,162,2024,April,15,10,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient-Party,105.83,0,1,Check-Out,37:27.7,Delhi
City Hotel - Hyderabad,0,162,2024,January,4,26,1,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient-Party,105.83,0,1,Check-Out,38:02.3,Hyderabad
City Hotel - Jaipur,0,210,2024,July,27,7,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient-Party,90.95,0,1,Check-Out,07:32.8,Jaipur
City Hotel - Hyderabad,0,61,2024,October,44,31,0,3,2,2,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14,Transient,242,1,1,Check-Out,48:39.7,Hyderabad
City Hotel - Bhopal,0,8,2024,May,20,14,0,3,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,14,Transient,215.18,0,3,Check-Out,41:45.9,Bhopal
City Hotel - Hyderabad,0,210,2024,October,44,29,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient-Party,90.95,0,1,Check-Out,43:48.5,Hyderabad
City Hotel - Indore,0,9,2024,March,13,31,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,89,Transient,149,0,0,Check-Out,17:55.0,Indore
City Hotel - Jaipur,0,202,2024,June,24,14,0,3,2,1,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,,Transient-Party,114.5,0,3,Check-Out,45:53.3,Jaipur
City Hotel - Chennai,0,210,2024,June,23,4,0,1,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9,Transient,96.3,0,0,Check-Out,26:28.8,Chennai
City Hotel - Ahmedabad,0,202,2024,March,12,19,0,3,1,2,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,,Transient-Party,114.5,0,2,Check-Out,26:36.3,Ahmedabad
City Hotel - Jaipur,0,0,2024,July,28,12,0,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8,Transient,165,0,1,Check-Out,54:25.4,Jaipur
City Hotel - Jaipur,0,210,2024,August,34,24,0,1,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,Transient,90.9,0,1,Check-Out,06:36.5,Jaipur
City Hotel - Mumbai,0,12,2024,April,14,5,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,151,0,1,Check-Out,57:07.3,Mumbai
City Hotel - Pune,0,120,2024,September,37,12,4,10,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,Transient,220,1,1,Check-Out,00:10.6,Pune
City Hotel - Chennai,0,57,2024,April,16,18,1,3,2,1,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,152.1,0,0,Check-Out,13:10.1,Chennai
City Hotel - Pune,0,69,2024,July,27,2,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,135.9,0,2,Check-Out,32:28.3,Pune
City Hotel - Bangalore,0,35,2024,March,12,24,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,135.9,0,1,Check-Out,20:17.3,Bangalore
City Hotel - Bhopal,0,172,2024,October,41,12,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,1,Non Refund,,Transient-Party,106,0,0,Check-Out,56:10.8,Bhopal
City Hotel - Jaipur,0,137,2024,April,17,28,2,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,145.2,0,1,Check-Out,04:26.3,Jaipur
City Hotel - Indore,0,148,2024,August,35,27,1,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,182.83,1,1,Check-Out,28:23.3,Indore
City Hotel - Goa,0,45,2024,February,9,28,0,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,177.3,0,2,Check-Out,48:30.8,Goa
City Hotel - Chennai,0,186,2024,November,45,10,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,Transient,72.25,0,0,Check-Out,04:18.2,Chennai
City Hotel - Chennai,0,38,2024,March,10,6,0,3,3,1,0,BB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,14,Transient,235.95,0,1,Check-Out,21:08.1,Chennai
City Hotel - Pune,0,307,2024,May,19,9,2,3,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,Contract,158.4,0,1,Check-Out,20:31.9,Pune
City Hotel - Pune,0,32,2024,April,16,18,0,2,4,0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,Transient,214.75,0,1,Check-Out,04:21.8,Pune
City Hotel - Goa,0,24,2024,October,43,21,2,3,2,1,1,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14,Transient,242,1,3,Check-Out,39:25.1,Goa
City Hotel - Delhi,0,178,2024,February,8,20,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,99.45,0,2,Check-Out,48:48.0,Delhi
City Hotel - Chennai,0,84,2024,January,5,31,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,Transient,131.4,0,0,Check-Out,09:56.1,Chennai
City Hotel - Kochi,0,14,2024,February,7,15,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,166,0,1,Check-Out,51:12.7,Kochi
City Hotel - Jaipur,0,10,2024,April,16,15,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,140,0,2,Check-Out,23:20.4,Jaipur
City Hotel - Indore,0,156,2024,February,7,14,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,115.25,1,1,Check-Out,25:58.8,Indore
City Hotel - Mumbai,0,156,2024,June,23,3,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,115.25,1,1,Check-Out,19:05.0,Mumbai
City Hotel - Mumbai,0,156,2024,March,12,19,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,106.25,0,1,Check-Out,25:14.7,Mumbai
City Hotel - Goa,0,16,2024,August,32,7,0,1,2,0,1,BB,FRA,Direct,Direct,0,0,0,E,K,1,No Deposit,14,Transient,158.95,0,0,Check-Out,48:39.7,Goa
City Hotel - Goa,0,203,2024,January,1,5,2,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,Transient,122.76,0,1,Check-Out,13:33.8,Goa
City Hotel - Lucknow,0,11,2024,February,9,29,0,1,0,2,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,Transient,127.6,0,1,Check-Out,48:52.5,Lucknow
City Hotel - Ahmedabad,0,11,2024,May,20,19,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,Transient,127.6,0,1,Check-Out,39:42.9,Ahmedabad
City Hotel - Delhi,0,126,2024,March,11,15,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,126,0,0,Check-Out,10:46.3,Delhi
City Hotel - Ahmedabad,0,189,2024,December,50,15,0,4,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,Transient,112.2,0,2,Check-Out,46:11.0,Ahmedabad
City Hotel - Goa,0,209,2024,May,22,29,0,4,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,Transient-Party,90.95,0,1,Check-Out,10:58.2,Goa
City Hotel - Kolkata,0,209,2024,May,21,21,0,4,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,Transient-Party,90.95,0,1,Check-Out,58:16.5,Kolkata
City Hotel - Pune,0,169,2024,April,14,7,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,Transient,97.54,0,2,Check-Out,46:51.7,Pune
City Hotel - Chandigarh,0,169,2024,July,31,29,0,2,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9,Transient,212.86,1,2,Check-Out,47:27.1,Chandigarh
City Hotel - Mumbai,0,203,2024,February,6,9,0,3,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,Transient,87.99,0,0,Check-Out,58:12.7,Mumbai
City Hotel - Chennai,0,12,2024,May,18,5,0,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,220,0,0,Check-Out,03:03.9,Chennai
City Hotel - Jaipur,0,320,2024,April,17,22,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,13:17.9,Jaipur
City Hotel - Indore,0,320,2024,December,50,14,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,58:31.7,Indore
City Hotel - Lucknow,0,30,2024,November,46,17,0,1,2,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,125.1,0,1,Check-Out,08:36.2,Lucknow
City Hotel - Jaipur,0,35,2024,October,44,28,0,4,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,168.3,0,2,Check-Out,34:24.9,Jaipur
City Hotel - Bhopal,0,320,2024,March,12,23,0,2,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,Transient-Party,90,0,0,Check-Out,58:49.4,Bhopal
City Hotel - Delhi,0,64,2024,April,17,26,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,135.9,0,1,Check-Out,32:40.3,Delhi
City Hotel - Pune,0,320,2024,September,37,11,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,30:16.1,Pune
City Hotel - Kolkata,0,320,2024,February,5,3,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,36:53.4,Kolkata
City Hotel - Jaipur,0,320,2024,June,26,26,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,21:51.7,Jaipur
City Hotel - Indore,0,320,2024,May,19,7,0,2,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6,Transient-Party,90,0,0,Check-Out,24:07.2,Indore
City Hotel - Bangalore,0,320,2024,April,16,18,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,10:53.9,Bangalore
City Hotel - Kolkata,0,34,2024,April,15,9,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,125.1,0,2,Check-Out,08:33.2,Kolkata
City Hotel - Ahmedabad,0,156,2024,August,32,9,2,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,Transient,114.33,1,0,Check-Out,54:39.0,Ahmedabad
City Hotel - Kochi,0,320,2024,September,38,16,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,37:09.6,Kochi
City Hotel - Kochi,0,320,2024,April,15,12,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,15:24.1,Kochi
City Hotel - Mumbai,0,320,2024,September,39,26,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,07:38.5,Mumbai
City Hotel - Chennai,0,320,2024,September,39,27,0,2,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,Transient-Party,90,0,0,Check-Out,40:19.1,Chennai
City Hotel - Delhi,0,320,2024,February,8,20,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,43:29.3,Delhi
City Hotel - Kolkata,0,320,2024,January,3,15,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,51:13.0,Kolkata
City Hotel - Goa,0,320,2024,March,11,14,0,2,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,Transient-Party,90,0,0,Check-Out,07:08.5,Goa
City Hotel - Hyderabad,0,320,2024,April,17,22,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,17:50.2,Hyderabad
City Hotel - Delhi,0,320,2024,April,14,1,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,04:47.9,Delhi
City Hotel - Bhopal,0,206,2024,February,6,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,109.66,0,1,Check-Out,07:58.4,Bhopal
City Hotel - Kochi,0,320,2024,October,41,7,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,23:38.8,Kochi
City Hotel - Lucknow,0,320,2024,November,47,19,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,58:42.3,Lucknow
City Hotel - Delhi,0,320,2024,November,46,11,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,115,0,1,Check-Out,19:52.1,Delhi
